"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"out/22";"set/22";"ago/22";"jul/22";"jun/22";"mai/22";"abr/22";"mar/22";"fev/22";"jan/22";"dez/21";"nov/21";"Competência";"Data de atualização"
"UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA. (301060)";"Médico Hospitalar";"Pequeno";"76";"92";"   3,95";"   3,92";"   3,91";"   2,60";"   1,98";"   1,36";"    1,39";"    2,12";"   2,14";"   2,85";"   3,52";"   2,08";"202210";"15/11/2022 05:40:45"
"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314)";"Médico Hospitalar";"Médio";"183";"184";"   0,41";"   0,41";"0,00";"0,00";"   0,41";"   0,41";"    0,41";"0,00";"0,00";"   0,43";"   0,44";"   0,89";"202210";"15/11/2022 05:40:45"
"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO (321044)";"Médico Hospitalar";"Grande";"13";"20";"   9,21";"   9,78";"   8,65";"   8,49";"   8,02";"   8,31";"    7,65";"    7,82";"   8,56";"   8,19";"   8,15";"   7,20";"202210";"15/11/2022 05:40:45"
"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA (306886)";"Médico Hospitalar";"Grande";"67";"67";"   2,41";"   2,99";"   2,96";"   3,09";"   3,30";"   3,36";"    3,13";"    3,05";"   2,70";"   3,07";"   2,71";"   2,94";"202210";"15/11/2022 05:40:45"
"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO (303267)";"Médico Hospitalar";"Médio";"71";"70";"   3,44";"   3,84";"   3,65";"   3,34";"   3,67";"   3,14";"    2,41";"    2,30";"   2,71";"   3,21";"   2,89";"   2,88";"202210";"15/11/2022 05:40:45"
"UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO (345458)";"Médico Hospitalar";"Médio";"148";"124";"   0,97";"   1,45";"   1,45";"   0,48";"0,00";"   0,49";"    1,46";"    1,95";"   2,44";"   1,46";"   1,46";"   0,49";"202210";"15/11/2022 05:40:45"
"UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA (386901)";"Médico Hospitalar";"Pequeno";"93";"82";"   3,07";"   4,55";"   4,51";"   4,52";"   3,01";"   3,00";"    3,00";"    1,50";"   1,50";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO (358088)";"Médico Hospitalar";"Médio";"155";"149";"   0,84";"   1,05";"   0,64";"   1,49";"   2,14";"   2,36";"    1,73";"    2,38";"   2,38";"   2,16";"   1,30";"   1,30";"202210";"15/11/2022 05:40:45"
"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA (303356)";"Médico Hospitalar";"Médio";"115";"119";"   1,56";"   1,58";"   1,20";"   0,95";"   1,09";"   1,67";"    2,23";"    2,37";"   2,08";"   1,53";"   2,24";"   2,52";"202210";"15/11/2022 05:40:45"
"UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA. (300136)";"Médico Hospitalar";"Médio";"127";"93";"   1,35";"   2,20";"   1,95";"   1,13";"   0,29";"   0,86";"    0,86";"    0,86";"   0,29";"   0,28";"   0,56";"   0,55";"202210";"15/11/2022 05:40:45"
"UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO (327689)";"Médico Hospitalar";"Grande";"53";"62";"   3,28";"   3,35";"   4,45";"   5,87";"   6,91";"   7,72";"    6,32";"    7,13";"   6,64";"   7,16";"   5,78";"   5,34";"202210";"15/11/2022 05:40:45"
"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"   1,23";"   1,23";"    1,23";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO (352543)";"Médico Hospitalar";"Médio";"21";"24";"  12,56";"  11,02";"  14,66";"  14,36";"  12,91";"   7,51";"    4,21";"    6,80";"   5,29";"   7,36";"   6,09";"   8,11";"202210";"15/11/2022 05:40:45"
"UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA. (321087)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"    1,25";"    2,49";"   2,48";"   1,23";"   2,45";"   2,44";"202210";"15/11/2022 05:40:45"
"UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (301744)";"Médico Hospitalar";"Médio";"211";"204";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"    0,52";"   0,52";"   1,58";"   1,06";"   1,06";"202210";"15/11/2022 05:40:45"
"UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO (318566)";"Médico Hospitalar";"Médio";"49";"47";"   6,27";"   6,71";"   4,79";"   4,78";"   4,77";"   5,73";"    3,83";"    1,91";"   2,39";"   2,87";"   3,82";"   4,30";"202210";"15/11/2022 05:40:45"
"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311618)";"Médico Hospitalar";"Médio";"174";"176";"   0,46";"   0,46";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,48";"   0,49";"   0,50";"202210";"15/11/2022 05:40:45"
"UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA. (304051)";"Médico Hospitalar";"Médio";"18";"16";"  15,04";"  16,01";"  13,23";"  10,07";"  10,12";"  12,44";"   14,72";"   16,46";"  15,58";"  14,38";"  17,07";"  21,80";"202210";"15/11/2022 05:40:45"
"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO (342157)";"Médico Hospitalar";"Pequeno";"94";"108";"   2,92";"   2,92";"   2,95";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA (368148)";"Médico Hospitalar";"Pequeno";"149";"163";"   1,07";"   1,07";"   3,19";"   3,19";"   3,19";"   1,06";"    1,06";"    1,05";"   2,11";"   2,10";"   2,09";"   1,04";"202210";"15/11/2022 05:40:45"
"UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO (335592)";"Médico Hospitalar";"Grande";"5";"4";"  12,81";"  14,61";"  12,89";"  12,13";"  11,49";"  10,15";"    9,24";"    9,20";"   9,49";"   8,83";"   9,01";"   8,42";"202210";"15/11/2022 05:40:45"
"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS (328294)";"Médico Hospitalar";"Médio";"145";"142";"   0,98";"   1,18";"   0,60";"   0,80";"   0,62";"   0,42";"    0,22";"    0,23";"   0,71";"   0,71";"   1,17";"   0,69";"202210";"15/11/2022 05:40:45"
"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA. (325571)";"Médico Hospitalar";"Grande";"83";"80";"   0,93";"   1,47";"   1,29";"   1,39";"   1,12";"   1,44";"    1,26";"    1,08";"   0,68";"   0,63";"   0,59";"   0,77";"202210";"15/11/2022 05:40:45"
"UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO. (371629)";"Médico Hospitalar";"Médio";"78";"84";"   2,84";"   2,66";"   2,29";"   1,53";"   1,34";"   1,73";"    1,54";"    1,73";"   1,35";"   1,35";"   0,96";"   0,96";"202210";"15/11/2022 05:40:45"
"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA (315494)";"Médico Hospitalar";"Pequeno";"155";"197";"   0,92";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,97";"   0,96";"202210";"15/11/2022 05:40:45"
"UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO . (365777)";"Médico Hospitalar";"Pequeno";"113";"100";"   2,13";"   3,25";"   4,41";"   3,93";"   2,83";"   2,85";"    1,72";"    2,88";"   3,47";"   3,51";"   4,13";"   1,79";"202210";"15/11/2022 05:40:45"
"UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA (360414)";"Médico Hospitalar";"Pequeno";"84";"98";"   3,53";"   3,52";"   1,76";"   1,77";"   1,77";"   0,88";"    0,88";"    2,63";"   2,63";"   3,49";"   2,61";"   3,47";"202210";"15/11/2022 05:40:45"
"UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (357260)";"Médico Hospitalar";"Médio";"207";"188";"   0,19";"   0,39";"   0,19";"   0,78";"   0,98";"   0,98";"    0,59";"    0,39";"   0,59";"   0,59";"   0,59";"   0,59";"202210";"15/11/2022 05:40:45"
"UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO (371777)";"Médico Hospitalar";"Médio";"67";"63";"   3,95";"   4,23";"   2,51";"   2,28";"   3,07";"   2,59";"    1,83";"    1,32";"   1,33";"   2,70";"   2,45";"   2,19";"202210";"15/11/2022 05:40:45"
"UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO (353663)";"Médico Hospitalar";"Médio";"109";"85";"   1,75";"   2,62";"   2,50";"   3,41";"   2,94";"   2,97";"    2,46";"    2,48";"   2,62";"   1,98";"   2,92";"   2,94";"202210";"15/11/2022 05:40:45"
"UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO (358282)";"Médico Hospitalar";"Pequeno";"177";"150";"0,00";"   1,32";"   1,32";"   1,32";"0,00";"0,00";"0,00";"    1,33";"   1,34";"   1,34";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO (312592)";"Médico Hospitalar";"Pequeno";"96";"87";"   2,71";"   4,35";"   8,20";"   7,11";"   6,02";"   2,20";"    3,32";"    4,44";"   5,54";"   3,87";"   2,75";"   1,65";"202210";"15/11/2022 05:40:45"
"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (323055)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"   0,54";"   0,54";"    0,54";"    0,54";"   1,63";"   1,64";"   1,09";"   0,55";"202210";"15/11/2022 05:40:45"
"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064)";"Médico Hospitalar";"Pequeno";"135";"99";"   1,34";"   3,36";"   3,37";"   4,06";"   2,72";"   2,73";"    2,06";"    1,38";"   1,39";"   1,39";"   1,40";"   0,70";"202210";"15/11/2022 05:40:45"
"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL (324213)";"Médico Hospitalar";"Pequeno";"5";"8";" 134,39";" 135,35";" 141,18";" 144,32";" 159,26";" 315,04";"  323,96";"  339,82";" 189,10";" 269,68";" 328,19";" 407,71";"202210";"15/11/2022 05:40:45"
"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA. (335479)";"Médico Hospitalar";"Médio";"15";"15";"  16,70";"  16,55";"  14,97";"  15,49";"  19,11";"  17,97";"   14,72";"   10,93";"  11,34";"  13,57";"  14,03";"  15,04";"202210";"15/11/2022 05:40:45"
"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO (344397)";"Médico Hospitalar";"Médio";"58";"57";"   4,83";"   4,99";"   4,81";"   4,80";"   5,28";"   4,74";"    5,05";"    5,37";"   5,35";"   4,84";"   5,49";"   7,27";"202210";"15/11/2022 05:40:45"
"UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO (362140)";"Médico Hospitalar";"Médio";"53";"37";"   6,05";"   8,71";"  10,34";"  12,46";"  10,80";"   6,76";"    6,40";"    7,19";"   8,75";"   8,85";"   8,71";"   7,56";"202210";"15/11/2022 05:40:45"
"UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO (415014)";"Médico Hospitalar";"Médio";"144";"168";"   1,00";"   0,99";"   1,94";"   1,93";"   2,95";"   3,52";"    4,07";"    4,59";"   4,61";"   3,59";"   2,57";"   1,54";"202210";"15/11/2022 05:40:45"
"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO (309907)";"Médico Hospitalar";"Médio";"101";"96";"   1,83";"   2,13";"   2,43";"   3,64";"   4,61";"   4,00";"    2,53";"    2,18";"   2,17";"   2,11";"   2,11";"   2,10";"202210";"15/11/2022 05:40:45"
"UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO (369233)";"Médico Hospitalar";"Pequeno";"54";"62";"   7,44";"   7,43";"   3,70";"0,00";"   1,84";"   1,84";"    3,68";"    1,84";"   1,83";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA. (304344)";"Médico Hospitalar";"Médio";"211";"178";"0,00";"   0,43";"   1,29";"   1,30";"   0,87";"0,00";"0,00";"    0,44";"   0,44";"   0,44";"   1,31";"   2,19";"202210";"15/11/2022 05:40:45"
"UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO (324523)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   31,02";"   30,93";"  30,86";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED PATO BRANCO COOPERATIVA DE TRABALHO MEDICO (370681)";"Médico Hospitalar";"Médio";"134";"145";"   1,30";"   1,09";"   0,22";"   0,22";"   0,22";"   0,44";"    0,44";"    0,22";"0,00";"0,00";"   0,21";"   0,21";"202210";"15/11/2022 05:40:45"
"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO (336467)";"Médico Hospitalar";"Pequeno";"75";"197";"   4,39";"0,00";"0,00";"0,00";"0,00";"   4,34";"    4,34";"    4,33";"0,00";"0,00";"0,00";"   4,29";"202210";"15/11/2022 05:40:45"
"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA. (353060)";"Médico Hospitalar";"Médio";"93";"90";"   1,96";"   2,35";"   3,49";"   4,09";"   4,50";"   3,41";"    1,72";"    1,56";"   3,17";"   3,05";"   3,11";"   1,89";"202210";"15/11/2022 05:40:45"
"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA. (355593)";"Médico Hospitalar";"Pequeno";"157";"197";"   0,91";"0,00";"   1,84";"   1,85";"   1,86";"0,00";"    1,88";"    2,82";"   3,78";"   2,85";"   2,86";"   1,91";"202210";"15/11/2022 05:40:45"
"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311375)";"Médico Hospitalar";"Médio";"102";"82";"   1,82";"   2,74";"   3,05";"   3,05";"   2,44";"   3,66";"    4,57";"    5,18";"   3,66";"   3,05";"   3,68";"   4,00";"202210";"15/11/2022 05:40:45"
"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO (323993)";"Médico Hospitalar";"Médio";"76";"66";"   2,90";"   3,99";"   3,26";"   2,89";"   3,24";"   3,95";"    5,01";"    4,63";"   2,84";"   2,12";"   1,06";"   2,12";"202210";"15/11/2022 05:40:45"
"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA. (362832)";"Médico Hospitalar";"Pequeno";"130";"144";"   1,40";"   1,39";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,80";"   2,80";"   2,84";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (319384)";"Médico Hospitalar";"Médio";"152";"157";"   0,89";"   0,88";"   0,59";"   0,30";"   0,60";"   0,60";"    0,30";"    1,20";"   1,20";"   1,81";"   1,20";"   1,50";"202210";"15/11/2022 05:40:45"
"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS (316148)";"Médico Hospitalar";"Médio";"88";"102";"   2,15";"   1,89";"   1,35";"   0,81";"   1,10";"   1,11";"    1,11";"    1,40";"   1,96";"   1,98";"   1,42";"   1,14";"202210";"15/11/2022 05:40:45"
"UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO (349712)";"Médico Hospitalar";"Médio";"87";"92";"   2,29";"   2,21";"   1,66";"   1,09";"   0,98";"   1,48";"    1,24";"    2,00";"   1,63";"   1,52";"   0,63";"   0,76";"202210";"15/11/2022 05:40:45"
"UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO (353876)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"    1,61";"   1,77";"   1,90";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA (343722)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,10";"202210";"15/11/2022 05:40:45"
"UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA. (352501)";"Médico Hospitalar";"Grande";"79";"79";"   1,28";"   1,50";"   1,60";"   1,60";"   1,52";"   1,52";"    1,49";"    1,65";"   1,50";"   1,27";"   1,35";"   1,50";"202210";"15/11/2022 05:40:45"
"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA (337374)";"Médico Hospitalar";"Médio";"60";"52";"   4,63";"   5,57";"   5,57";"   4,61";"   4,39";"   3,43";"    3,92";"    5,15";"   7,37";"   7,10";"   5,37";"   4,13";"202210";"15/11/2022 05:40:45"
"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO (344885)";"Médico Hospitalar";"Grande";"7";"5";"  11,71";"  14,50";"  12,99";"  14,03";"  12,49";"  13,48";"   12,31";"   14,59";"  13,35";"  13,38";"  13,52";"  15,58";"202210";"15/11/2022 05:40:45"
"UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (350648)";"Médico Hospitalar";"Pequeno";"120";"197";"   1,92";"0,00";"0,00";"0,00";"0,00";"0,00";"    1,95";"    1,95";"   3,91";"   1,95";"   3,90";"   1,95";"202210";"15/11/2022 05:40:45"
"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (328375)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (353698)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO (311847)";"Médico Hospitalar";"Médio";"168";"172";"   0,49";"   0,49";"   0,49";"   1,11";"   1,48";"   1,48";"    0,99";"    0,87";"   0,62";"   1,36";"   0,99";"   1,35";"202210";"15/11/2022 05:40:45"
"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO  (306100)";"Médico Hospitalar";"Médio";"162";"151";"   0,66";"   1,00";"   0,67";"   1,34";"   2,03";"   2,05";"    2,05";"    1,02";"   1,03";"   1,03";"   2,05";"   1,71";"202210";"15/11/2022 05:40:45"
"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO (316458)";"Médico Hospitalar";"Pequeno";"177";"117";"0,00";"   2,42";"   7,36";"  29,82";"  27,59";"  22,74";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO (313475)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO (306762)";"Médico Hospitalar";"Médio";"110";"116";"   1,66";"   1,66";"   0,33";"   0,34";"   1,01";"   1,71";"    2,07";"    1,40";"   0,70";"   0,70";"   0,71";"   0,71";"202210";"15/11/2022 05:40:45"
"UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO (371254)";"Médico Hospitalar";"Grande";"72";"72";"   1,93";"   2,25";"   1,62";"   1,56";"   1,38";"   1,95";"    1,82";"    1,82";"   1,25";"   2,12";"   2,17";"   2,17";"202210";"15/11/2022 05:40:45"
"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA (305472)";"Médico Hospitalar";"Médio";"194";"204";"   0,29";"0,00";"   0,59";"   1,48";"   2,09";"   1,82";"    0,93";"    0,62";"   0,31";"   0,93";"   0,93";"   1,85";"202210";"15/11/2022 05:40:45"
"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO (330566)";"Médico Hospitalar";"Pequeno";"177";"195";"0,00";"   0,52";"   0,52";"   0,52";"0,00";"   0,52";"    1,56";"    2,58";"   2,57";"   3,08";"   3,58";"   3,06";"202210";"15/11/2022 05:40:45"
"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA (337871)";"Médico Hospitalar";"Médio";"51";"36";"   6,07";"   8,88";"  10,06";"  10,43";"   8,77";"   7,16";"    6,37";"    7,16";"   8,35";"   7,15";"   7,14";"   7,54";"202210";"15/11/2022 05:40:45"
"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO (320251)";"Médico Hospitalar";"Médio";"94";"143";"   1,94";"   1,16";"   1,37";"   2,08";"   2,62";"   1,93";"    1,23";"    1,93";"   1,95";"   2,32";"   1,79";"   2,87";"202210";"15/11/2022 05:40:45"
"UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA (359777)";"Médico Hospitalar";"Médio";"117";"94";"   1,54";"   2,18";"   2,35";"   2,39";"   1,95";"   1,80";"    2,28";"    2,63";"   2,00";"   2,37";"   2,84";"   3,15";"202210";"15/11/2022 05:40:45"
"UNIMED SALTO/ITU -  COOPERATIVA MÉDICA (346276)";"Médico Hospitalar";"Médio";"82";"127";"   2,41";"   1,44";"   2,29";"   3,58";"   4,17";"   3,34";"    1,25";"    1,47";"   2,52";"   4,07";"   4,54";"   4,19";"202210";"15/11/2022 05:40:45"
"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (319708)";"Médico Hospitalar";"Médio";"204";"202";"   0,23";"   0,23";"   0,68";"   0,67";"   0,90";"   0,45";"    0,67";"    0,22";"   0,45";"   0,45";"   1,35";"   1,35";"202210";"15/11/2022 05:40:45"
"UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO (354031)";"Médico Hospitalar";"Grande";"87";"89";"   0,59";"   0,69";"   0,79";"   0,98";"   0,99";"   1,29";"    1,59";"    1,99";"   1,89";"   1,80";"   1,61";"   1,62";"202210";"15/11/2022 05:40:45"
"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO (323926)";"Médico Hospitalar";"Médio";"86";"105";"   2,32";"   1,86";"   0,46";"   1,85";"   2,30";"   3,23";"    2,31";"    2,31";"   2,32";"   2,78";"   2,32";"   2,33";"202210";"15/11/2022 05:40:45"
"UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA. (327638)";"Médico Hospitalar";"Pequeno";"177";"197";"0,00";"0,00";"   2,58";"   2,58";"   2,59";"   1,30";"    1,31";"    1,32";"   1,32";"   1,32";"   1,32";"0,00";"202210";"15/11/2022 05:40:45"
"UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO (335100)";"Médico Hospitalar";"Grande";"71";"73";"   2,05";"   2,23";"   2,29";"   2,25";"   2,27";"   2,34";"    2,84";"    3,15";"   3,07";"   3,14";"   3,32";"   3,55";"202210";"15/11/2022 05:40:45"
"UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO (331872)";"Médico Hospitalar";"Grande";"51";"53";"   3,61";"   3,99";"   4,08";"   4,81";"   5,91";"   6,04";"    6,55";"    6,37";"   6,55";"   6,70";"   6,60";"   7,24";"202210";"15/11/2022 05:40:45"
"UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO (370088)";"Médico Hospitalar";"Médio";"208";"203";"   0,18";"   0,18";"   0,37";"   0,73";"   1,09";"   0,73";"    0,55";"    0,54";"   0,54";"   0,54";"   0,18";"   0,54";"202210";"15/11/2022 05:40:45"
"UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO (327352)";"Médico Hospitalar";"Pequeno";"136";"148";"   1,33";"   1,34";"0,00";"0,00";"0,00";"0,00";"    1,37";"    1,38";"   1,38";"0,00";"   2,80";"   2,82";"202210";"15/11/2022 05:40:45"
"UNIMED SAÚDE E ODONTO S.A (416801)";"Médico Hospitalar";"Grande";"91";"92";"   0,12";"   0,19";"   0,31";"   0,33";"   0,30";"   0,30";"    0,36";"    0,43";"   0,36";"   0,38";"   0,31";"   0,36";"202210";"15/11/2022 05:40:45"
"UNIMED SEGUROS SAÚDE S/A (000701)";"Médico Hospitalar";"Grande";"25";"29";"   6,89";"   7,84";"   7,24";"   7,14";"   7,03";"   6,95";"    6,92";"    7,15";"   7,55";"   7,13";"   7,15";"   7,16";"202210";"15/11/2022 05:40:45"
"UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO (337668)";"Médico Hospitalar";"Médio";"12";"11";"  18,32";"  18,63";"  15,17";"  12,96";"  15,81";"  16,74";"   18,92";"   17,20";"  15,42";"  11,80";"   9,42";"   9,94";"202210";"15/11/2022 05:40:45"
"UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉDICO (349534)";"Médico Hospitalar";"Médio";"157";"150";"   0,80";"   1,01";"   1,01";"   1,01";"   1,01";"   0,41";"    0,20";"0,00";"   0,61";"   1,23";"   1,44";"   1,24";"202210";"15/11/2022 05:40:45"
"UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO (348295)";"Médico Hospitalar";"Grande";"75";"84";"   1,60";"   1,19";"   1,03";"   1,29";"   1,48";"   1,67";"    1,87";"    2,33";"   1,99";"   1,38";"   1,31";"   1,14";"202210";"15/11/2022 05:40:45"
"UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO (343153)";"Médico Hospitalar";"Pequeno";"70";"76";"   4,82";"   4,80";"   4,77";"   4,76";"   9,49";"   9,47";"    4,72";"    4,70";"   4,68";"   4,64";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
